Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Year Joined,Valuation(billions)
Druva,$2B,2019-06-20,Data management & analytics,Sunnyvale,United States,North America,2007,$475M,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital",2019,2
Everlaw,$2B,2020-03-10,Internet software & services,Oakland,United States,North America,2010,$299M,"K9 Ventures, Menlo Ventures, Andreessen Horowitz",2020,2
Exotec,$2B,2022-01-17,Hardware,Croix,France,Europe,2015,$450M,"Breega Capital, Iris Capital, 360 Capital Partners",2022,2
Formlabs,$2B,2018-08-01,Hardware,Somerville,United States,North America,2011,$251M,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group",2018,2
Guoquan Shihui,$2B,2021-03-17,Consumer & retail,Shanghai,China,Asia,2017,$523M,"Tiantu Capital, CMB International Capital, Vision Knight Capital",2021,2
Hive,$2B,2021-04-21,Artificial intelligence,San Francisco,United States,North America,2013,$121M,"Tomales Bay Capital, Bain & Company, General Catalyst",2021,2
HuiMin,$2B,2016-09-05,E-commerce & direct-to-consumer,Beijing,China,Asia,2013,$517M,"Zheshang Venture Capital, GP Capital, Western Capital Management",2016,2
ISN,$2B,2020-12-17,"Supply chain, logistics, & delivery",Dallas,United States,North America,2001,Unknown,Blackstone,2020,2
Iterable,$2B,2021-06-15,Internet software & services,San Francisco,United States,North America,2013,$342M,"CRV, Blue Cloud Ventures, Index Ventures",2021,2
Kajabi,$2B,2021-05-04,Internet software & services,Irvine,United States,North America,2010,$550M,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity",2021,2
Kaseya,$2B,2019-03-27,Cybersecurity,Miami,United States,North America,2000,$545M,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund",2019,2
Keep,$2B,2020-05-19,Mobile & telecommunications,Beijing,China,Asia,2014,$614M,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital",2020,2
KRY,$2B,2021-04-27,Health,Stockholm,Sweden,Europe,2014,$569M,"Index Ventures, Creandum, Accel",2021,2
Loggi,$2B,2019-06-05,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2013,$507M,"Qualcomm Ventures, SoftBank Group, Monashees+",2019,2
LTK,$2B,2021-11-22,Internet software & services,Dallas,United States,North America,2011,$315M,"SoftBank Group, Maverick Capital",2021,2
Lunar,$2B,2021-07-12,Fintech,Aarhus,Denmark,Europe,2015,$448M,"SEED Capital, Greyhound Capital, Socii Capital",2021,2
Mafengwo,$2B,2019-05-23,Travel,Beijing,China,Asia,2010,$503M,"Qiming Venture Partners, Capital Today, General Atlantic",2019,2
Magic Leap,$2B,2014-10-21,Hardware,Plantation,United States,North America,2010,$3B,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz",2014,2
Misfits Market,$2B,2021-04-21,E-commerce & direct-to-consumer,Pennsauken,United States,North America,2018,$527M,"Accel, D1 Capita Partners, Greenoaks Capital Management",2021,2
Modern Treasury,$2B,2021-10-06,Fintech,San Francisco,United States,North America,2018,$183M,"Benchmark, Altimeter Capital, Quiet Capital",2021,2
MURAL,$2B,2021-07-20,Internet software & services,San Francisco,United States,North America,2011,$192M,"Insight Partners, Tiger Global Management, Gradient Ventures",2021,2
Mynt,$2B,2021-11-01,Fintech,Taguig City,Philippines,Asia,2015,$475M,"Insight Partners, Warburg Pincus, Ayala Corporation",2021,2
Neo4j,$2B,2021-06-17,Data management & analytics,San Mateo,United States,North America,2007,$408M,"Eight Roads Ventures, One Peak Partners, Creandum",2021,2
Netlify,$2B,2021-11-17,Internet software & services,San Francisco,United States,North America,2014,$202M,"Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures",2021,2
OCSiAl,$2B,2019-03-04,Other,Leudelange,Luxembourg,Europe,2012,$285M,"A&NN, Rusnano",2019,2
Opay,$2B,2021-08-23,Fintech,Lagos,Nigeria,Africa,2018,$570M,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China",2021,2
Pipe,$2B,2021-05-19,Fintech,Miami,United States,North America,2019,$566M,"next47, MaC Venture Capital, FinVC",2021,2
Preferred Networks,$2B,2018-05-17,Artificial intelligence,Tokyo,Japan,Asia,2014,$147M,"Toyota Motor Corporation, Mizuho Financial Group, FANUC",2018,2
Quora,$2B,2017-04-21,Internet software & services,Mountain View,United States,North America,2009,$226M,"Y Combinator, Matrix Partners, Benchmark",2017,2
Redis Labs,$2B,2020-08-25,Data management & analytics,Mountain View,United States,North America,2011,$356M,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures",2020,2
SmartNews,$2B,2019-08-05,Mobile & telecommunications,Tokyo,Japan,Asia,2012,$410M,"Japan Post Capital, Globis Capital Partners, Atomico",2019,2
Spring Health,$2B,2021-09-16,Health,New York,United States,North America,2016,$296M,"Rethink Impact, Work-Bench, RRE Ventures",2021,2
StarkWare,$2B,2021-11-17,Cybersecurity,Netanya,Israel,Asia,2018,$161M,"Sequoia Capital, Paradigm, Pantera Capital",2021,2
SWORD Health,$2B,2021-11-22,Health,New York,United States,North America,2015,$296M,"Khosla Ventures, Green Innovations, Founders Fund",2021,2
Tier,$2B,2021-10-25,Travel,Berlin,Germany,Europe,2018,$587M,"Northzone Ventures, White Star Capital, Novator Partners",2021,2
Trendy Group International,$2B,2012-02-13,Consumer & retail,Kowloon,Hong Kong,Asia,1999,$200M,L Capital Partners,2012,2
Unqork,$2B,2020-10-06,Fintech,New York,United States,North America,2017,$365M,"Blackrock, capitalG, World Lab Innovation",2020,2
VerbIT,$2B,2021-06-08,Artificial intelligence,New York,United States,North America,2016,$432M,"ClalTech, Vertex Ventures, Oryzn Capital",2021,2
Virta Health,$2B,2020-12-02,Health,San Francisco,United States,North America,2015,$373M,"Caffeinated Capital, Obvious Ventures, Venrock",2020,2
Xinchao Media,$2B,2018-04-09,Internet software & services,Chengdu,China,Asia,2007,$768M,"JD.com, Baidu, Vision Plus Capital",2018,2
Xingyun Group,$2B,2020-09-24,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2015,$950M,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings",2020,2
XtalPi,$2B,2021-08-11,Artificial intelligence,Shenzhen,China,Asia,2014,$786M,"Tencent Holdings, 5Y Capital, Sequoia Capital China",2021,2
Zilch,$2B,2021-11-10,Fintech,London,United Kingdom,Europe,2018,$339M,"Gauss Ventures, Ventura Capital, dmg ventures",2021,2
56PINGTAI,$1B,2021-01-25,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2013,$188M,"QF Capital, QC Capital, Unicom Innovation Venture Capital",2021,1
Alzheon,$1B,2020-09-30,Health,Framingham,United States,North America,2013,$94M,"ARCH Venture Partners, Ally Bridge Group",2020,1
Aprogen,$1B,2019-05-31,Health,Seongnam-Si,South Korea,Asia,2000,$62M,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical",2019,1
Axtria,$1B,2021-05-13,Data management & analytics,Berkeley Heights,United States,North America,2009,$206M,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",2021,1
Cell C,$1B,2017-08-07,Mobile & telecommunications,Midrand,South Africa,Africa,2000,$547M,"Blue Label Telecoms, Net1 UEPS Technologies",2017,1
China Cloud,$1B,2018-06-11,Hardware,Wuxi,China,Asia,2010,$523M,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management",2018,1
CredAvenue,$1B,2022-03-07,Fintech,Chennai,India,Asia,2017,$227M,"Insight Partners, B Capital Group, Lightspeed Venture Partners",2022,1
DeepBlue Technology,$1B,2018-04-16,Artificial intelligence,Shanghai,China,Asia,2014,$79M,"DESUN Capital, Yunfeng Capital, Meridian Capital",2018,1
dMed Biopharmaceutical,$1B,2021-07-12,Health,Shanghai,China,Asia,2016,$214M,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China",2021,1
Einride,$1B,2021-12-31,Auto & transportation,Stockholm,Sweden,Europe,2016,$151M,"Temasek, BUILD Capital Partners, Northzone Ventures",2021,1
EQRx,$1B,2021-01-11,Health,Cambridge,United States,North America,2020,$700M,"Nextech Invest, Casdin Capital, Google Ventures",2021,1
Everly Health,$1B,2020-12-03,E-commerce & direct-to-consumer,Austin,United States,North America,2015,$231M,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures",2020,1
Fair,$1B,2018-12-20,Auto & transportation,Santa Monica,United States,North America,2016,$2B,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group",2018,1
Flipboard,$1B,2015-07-22,Internet software & services,Palo Alto,United States,North America,2010,$211M,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners",2015,1
Globality,$1B,2019-01-22,Artificial intelligence,Menlo Park,United States,North America,2015,$310M,SoftBank Group,2019,1
Hosjoy,$1B,2018-10-18,E-commerce & direct-to-consumer,Nanjing,China,Asia,2009,$139M,"U.S.-China Green Fund, Founder H Fund, Richland Equities",2018,1
Huisuanzhang,$1B,2021-05-24,Fintech,Beijing,China,Asia,2015,$227M,"IDG Capital, Gaocheng Capital, Chuanrong Capital",2021,1
HuJiang,$1B,2015-10-29,Edtech,Shanghai,China,Asia,2001,$223M,"China Minsheng Investment, Baidu, Wanxin Media",2015,1
Hyperchain,$1B,2021-04-11,Fintech,Hangzhou,China,Asia,2016,$249M,"Yinhong Equity Investment Fund, E Fund, Ideal International",2021,1
iTutorGroup,$1B,2015-11-18,Edtech,Shanghai,China,Asia,1998,$315M,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital",2015,1
JimuBox,$1B,2015-04-21,Fintech,Beijing,China,Asia,2013,$131M,"Matrix Partners China, Ventech China, Shunwei Capital Partners",2015,1
Juma Peisong,$1B,2018-11-26,"Supply chain, logistics, & delivery",Chengdu,China,Asia,2011,$281M,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital",2018,1
Justworks,$1B,2020-01-28,Internet software & services,New York,United States,North America,2012,$143M,"Index Ventures, Thrive Capital, Bain Capital Ventures",2020,1
Keenon Robotics,$1B,2021-09-15,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2010,$229M,"Yunqi Partners, SoftBank Group, iVision Ventures",2021,1
Kuaigou Dache,$1B,2018-07-13,"Supply chain, logistics, & delivery",Tianjin,China,Asia,2014,$650M,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds",2018,1
LifeMiles,$1B,2015-07-13,Other,Bogota,Colombia,South America,2011,$344M,Advent International,2015,1
LinkSure Network,$1B,2015-01-01,Mobile & telecommunications,Shanghai,China,Asia,2013,$52M,,2015,1
MobiKwik,$1B,2021-10-13,Fintech,Gurugram,India,Asia,2009,$249M,"Sequoia Capital India, The Times Group, GMO VenturePartners",2021,1
Modernizing Medicine,$1B,2017-05-10,Health,Boca Raton,United States,North America,2010,$394M,"Warburg Pincus, Summit Partners, Sands Capital",2017,1
OVH,$1B,2016-08-15,Other,Roubaix,France,Europe,1999,$1B,"KKR, TowerBrook Capital Partners",2016,1
Phenom People,$1B,2021-04-07,Internet software & services,Ambler,United States,North America,2011,$163M,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures",2021,1
Pipa Coding,$1B,2021-03-25,Edtech,Beijing,China,Asia,2017,$268M,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management",2021,1
Qingting FM,$1B,2021-06-02,Internet software & services,Shanghai,China,Asia,2011,$164M,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group",2021,1
Rad Power Bikes,$1B,2021-10-28,Auto & transportation,Seattle,United States,North America,2007,$329M,"Durable Capital Partners, Cercano Management, T. Rowe Price",2021,1
Shukun Technology,$1B,2021-08-16,Artificial intelligence,Beijing,China,Asia,2017,$211M,"Marathon Venture Partners, Huagai Capital, China Creation Ventures",2021,1
Shulan Health,$1B,2021-03-01,Health,Hangzhou,China,Asia,2015,$43M,Qiming Venture Partners,2021,1
SITECH DEV,$1B,2019-05-16,Other,Guiyang,China,Asia,2017,Unknown,China Prosperity Capital,2019,1
Snapdeal,$1B,2014-05-21,E-commerce & direct-to-consumer,New Delhi,India,Asia,2008,$2B,"SoftBankGroup, Blackrock, Alibaba Group",2014,1
SumUp,$1B,2019-07-16,Fintech,London,United Kingdom,Europe,2011,$1B,"American Express Ventures, Goldman Sachs, Bain Capital Credit",2019,1
TalkingData,$1B,2021-01-06,Mobile & telecommunications,Beijing,China,Asia,2013,$310M,"N5 Capital, CR Capital Mgmt, JD Digits",2021,1
TUNGEE,$1B,2021-12-15,Artificial intelligence,Guangzhou,China,Asia,2016,$171M,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",2021,1
UISEE Technology,$1B,2021-01-25,"Supply chain, logistics, & delivery",Beijing,China,Asia,2016,$154M,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures",2021,1
Valgen Medtech,$1B,2021-05-06,Health,Hangzhou,China,Asia,2015,$188M,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners",2021,1
Vectra Networks,$1B,2021-04-29,Artificial intelligence,San Jose,United States,North America,2011,$352M,"IA Ventures, Khosla Ventures, AME Cloud Ventures",2021,1
Venafi,$1B,2020-12-10,Cybersecurity,Salt Lake City,United States,North America,2000,$174M,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",2020,1
Wacai,$1B,2018-07-18,Mobile & telecommunications,Hangzhou,China,Asia,2009,$369M,"Qiming Venture Partners, China Broadband Capital, CDH Investments",2018,1
WeBull,$1B,2021-02-18,Fintech,Changsha,China,Asia,2016,$230M,"Bojiang Capital, Hongdao Capital, Mobai Capital",2021,1
WTOIP,$1B,2018-04-08,Internet software & services,Guangzhou,China,Asia,2013,$307M,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital",2018,1
Xiaobing,$1B,2021-07-12,Fintech,Beijing,China,Asia,2020,Unknown,"NetEase Capital, Northern Light Venture Capital, Microsoft",2021,1
Xiaoe Tech,$1B,2021-06-15,Internet software & services,Shenzhen,China,Asia,2015,$149M,"GGV Capital, Hillhouse Capital Management, IDG Capital",2021,1
Yiguo,$1B,2016-11-09,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2005,$800M,"Alibaba Group, KKR, Goldman Sachs",2016,1
Yimidida,$1B,2019-01-14,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,$554M,"Source Code Capital, Global Logistic Properties, K2VC",2019,1
Yipin Shengxian,$1B,2019-03-11,E-commerce & direct-to-consumer,Hefei,China,Asia,2017,$658M,"Eastern Bell Capital, Capital Today, Longzhu Capital",2019,1
Ynsect,$1B,2019-02-21,Other,Evry,France,Europe,2011,$393M,"Astanor Ventures, Upfront Ventures, IDInvest Partners",2019,1
Hello TransTech,$1B,2018-06-01,Auto & transportation,Shanghai,China,Asia,2016,$2B,"Ant Financial Services Group, GGV Capital",2018,1
Miaoshou Doctor,$1B,2019-06-27,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,$947M,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",2019,1
ECARX,$1B,2020-10-26,Auto & transportation,Wuhan,China,Asia,2016,$394M,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund",2020,1
Eat Just,$1B,2017-11-30,Consumer & retail,San Francisco,United States,North America,2011,$440M,"Khosla Ventures, Horizons Ventures, Founders Fund",2017,1
Trumid,$1B,2020-07-15,Fintech,New York,United States,North America,2014,$660M,"T. Rowe Price, Dragoneer Investment Group, BlackRock",2020,1
Qualia,$1B,2020-12-21,Fintech,San Francisco,United States,North America,2015,$160M,"8VC, Menlo Ventures, Tiger Global Management",2020,1
Beisen,$1B,2021-05-11,Internet software & services,Beijing,China,Asia,2002,$388M,"Matrix Partners China, Sequoia Capital China, Genesis Capital",2021,1
Earnix,$1B,2021-02-21,Fintech,Giv'atayim,Israel,Asia,2001,$98M,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners",2021,1
Kujiale,$1B,2019-10-25,Internet software & services,Hangzhou,China,Asia,2011,$235M,"GGV Capital, IDG Capital, Linear Venture",2019,1
Orca Security,$1B,2021-03-23,Cybersecurity,Portland,United States,North America,2019,$632M,"YL Ventures, Redpoint Ventures, GGV Capital",2021,1
Apus Group,$1B,2015-01-16,Mobile & telecommunications,Beijing,China,Asia,2014,$116M,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital",2015,1
Forte Labs,$1B,2021-05-12,Fintech,San Francisco,United States,North America,2018,$910M,"Iris Capital, Accel, Elaia Partners",2021,1
CureFit,$1B,2021-11-10,Health,Bengaluru,India,Asia,2016,$665M,"Chiratae Ventures, Accel, Kalaari Capital",2021,1
DT Dream,$1B,2017-06-08,Data management & analytics,Hangzhou,China,Asia,2015,$267M,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital",2017,1
fabric,$1B,2022-02-24,E-commerce & direct-to-consumer,Bellevue,United States,North America,2017,$294M,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",2022,1
JOLLY Information Technology,$1B,2018-05-29,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2008,$96M,"Legend Capital, CDH Investments, Sequoia Capital China",2018,1
K Health,$1B,2021-01-19,Health,New York,United States,North America,2016,$271M,"Max Ventures, Mangrove Capital Partners, 14W",2021,1
Mofang Living,$1B,2016-04-13,E-commerce & direct-to-consumer,Shanghai,China,Asia,2009,$650M,"Warburg Pincus, Aviation Industry Corporation of China",2016,1
Spendesk,$1B,2022-01-18,Fintech,Paris,France,Europe,2015,$314M,"Index Ventures, Eight Roads Ventures, General Atlantic",2022,1
TaxBit,$1B,2021-08-04,Fintech,Draper,United States,North America,2018,$236M,"Insight Partners, Coinbase Ventures, PayPal Ventures",2021,1
XiaoZhu,$1B,2017-11-01,Travel,Beijing,China,Asia,2012,$572M,"Morningside Ventures, Capital Today, JOY Capital",2017,1
Yijiupi,$1B,2018-09-20,Consumer & retail,Beijing,China,Asia,2014,$511M,"Source Code Capital, Meituan Dianping, Tencent Holdings",2018,1
YunQuNa,$1B,2021-06-29,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,$207M,"Source Code Capital, Coatue Management, DCM Ventures",2021,1
Bordrin Motors,$1B,2019-06-03,Auto & transportation,Shanghai,China,Asia,2016,$362M,"China Grand Prosperity Investment, CSC Group",2019,1
Aleo,$1B,2022-02-07,Cybersecurity,San Francisco,United States,North America,2019,$228M,"Slow Ventures, Andreessen Horowitz, SoftBank Group",2022,1
Coocaa,$1B,2018-03-16,Hardware,Shenzhen,China,Asia,2006,$218M,"Baidu, Tencent Holdings",2018,1
Gymshark,$1B,2020-08-14,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,2012,$262M,General Atlantic,2020,1
M1 Finance,$1B,2021-07-14,Fintech,Chicago,United States,North America,2015,$323M,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",2021,1
Ouyeel,$1B,2019-06-27,Internet software & services,Shanghai,China,Asia,2015,$432M,Taigang Venture Capital,2019,1
SonderMind,$1B,2021-07-28,Health,Denver,United States,North America,2014,$183M,"Kickstart Fund, General Catalyst, Drive Capital",2021,1
Astranis Space Technologies,$1B,2021-04-14,Mobile & telecommunications,San Francisco,United States,North America,2015,$303M,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund",2021,1
Away,$1B,2019-05-15,E-commerce & direct-to-consumer,New York,United States,North America,2015,$181M,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",2019,1
Cabify,$1B,2018-01-22,Auto & transportation,Madrid,Spain,Europe,2011,$407M,"Seaya Ventures, Otter Rock Capital, Rakuten",2018,1
Clarify Health,$1B,2022-04-05,Health,San Francisco,United States,North America,2015,$328M,"KKR, Aspenwood Ventures, Spark Capital",2022,1
Coda,$1B,2021-07-08,Internet software & services,Mountain View,United States,North America,2014,$240M,"Greylock Partners, General Catalyst, Khosla Ventures",2021,1
Deezer,$1B,2018-08-02,Internet software & services,Paris,France,Europe,2007,$532M,"Orange Digital Ventures, Access Industries",2018,1
Degreed,$1B,2021-04-13,Edtech,Pleasanton,United States,North America,2012,$318M,"Signal Peak Ventures, Owl Ventures, Jump Capital",2021,1
Deliverect,$1B,2022-01-24,Fintech,Ghent,Belgium,Europe,2018,$237M,"Newion Partners, SmartFin Capital, OMERS Ventures",2022,1
Envoy,$1B,2022-01-11,Internet software & services,San Francisco,United States,North America,2013,$170M,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",2022,1
Epidemic Sound,$1B,2021-03-11,Internet software & services,Stockholm,Sweden,Europe,2009,$509M,"EQT Partners, Blackstone",2021,1
Figment,$1B,2021-12-20,Internet software & services,Toronto,Canada,North America,2018,$165M,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",2021,1
Firebolt,$1B,2022-01-26,Data management & analytics,Tel Aviv,Israel,Asia,2019,$264M,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",2022,1
Five Star Business Finance,$1B,2021-03-26,Other,Chennai,India,Asia,1984,$456M,"Sequoia Capital India, Tiger Global Management, Tencent",2021,1
GupShup,$1B,2021-04-08,Internet software & services,San Francisco,United States,North America,2011,$384M,"Helion Venture Partners, Tiger Global management, CRV",2021,1
Kong,$1B,2020-12-31,Internet software & services,San Francisco,United States,North America,2007,$169M,"New Enterprise Associates, CRV, Index Ventures",2020,1
Koudai,$1B,2014-10-23,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,$368M,"New Enterprise Associates, Tiger Global management, Tencent",2014,1
Panther Labs,$1B,2021-12-02,Cybersecurity,San Francisco,United States,North America,2018,$141M,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",2021,1
Papa,$1B,2021-11-04,Health,Miami,United States,North America,2016,$241M,"Initialized Capital, Canaan Partners, Sound Ventures",2021,1
Pristyn Care,$1B,2021-12-07,Health,Gurugram,India,Asia,2018,$177M,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",2021,1
Rebel Foods,$1B,2021-10-07,E-commerce & direct-to-consumer,Pune,India,Asia,2011,$521M,"Sequoia Capital India, Lightbox Ventures, Coatue Management",2021,1
Salt Security,$1B,2022-02-10,Cybersecurity,Palo Alto,United States,North America,2016,$271M,"Y Combinator, S Capital, Tenaya Capital",2022,1
Scalable Capital,$1B,2021-06-08,Fintech,Munich,Germany,Europe,2014,$314M,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",2021,1
SparkCognition,$1B,2022-01-25,Artificial intelligence,Austin,United States,North America,2013,$286M,"March Capital Partners, Temasek, Doha Venture Capital",2022,1
Stash,$1B,2021-02-03,Fintech,New York,United States,North America,2015,$426M,"Goodwater Capital, Entree Capital, Valar Ventures",2021,1
Symphony,$1B,2017-05-16,Fintech,New York,United States,North America,2014,$511M,"BNP Paribas, Goldman Sachs, Google",2017,1
Tripledot,$1B,2022-02-14,Mobile & telecommunications,London,United Kingdom,Europe,2017,$202M,"Lightspeed Venture Partners, Access Industries, Eldridge",2022,1
VideoAmp,$1B,2021-10-21,Internet software & services,Los Angeles,United States,North America,2014,$382M,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",2021,1
Yotpo,$1B,2021-03-18,Internet software & services,New York,United States,North America,2011,$436M,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",2021,1
Neon,$1B,2022-02-14,Fintech,Sao Paulo,Brazil,South America,2016,$720M,"Propel Venture Partners, Monashees+, BBVA",2022,1
Veepee,$1B,2007-07-02,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,2001,Unknown,"Summit Partners, Qatar Holding",2007,1
Alloy,$1B,2021-09-30,Fintech,New York,United States,North America,2015,$156M,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",2021,1
Epirus,$1B,2022-02-14,Other,Hawthorne,United States,North America,2018,$287M,"8VC, Bedrock Capital, Broom Ventures",2022,1
Klook,$1B,2018-08-07,Travel,Central,Hong Kong,Asia,2014,$722M,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",2018,1
Yaoshibang,$1B,2021-06-15,Health,Guangzhou,China,Asia,2015,$496M,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",2021,1
Signifyd,$1B,2021-04-15,Fintech,San Jose,United States,North America,2011,$390M,"Menlo Ventures, Resolute Ventures, IA Ventures",2021,1
Motorway,$1B,2021-11-29,E-commerce & direct-to-consumer,London,United Kingdom,Europe,2017,$276M,"Marchmont Ventures, BMW i Ventures, Index Ventures",2021,1
RIDI,$1B,2022-01-24,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2008,$178M,"Atinum Investment, Company K Partners, GIC",2022,1
Athletic Greens,$1B,2022-01-25,Health,New York,United States,North America,2010,$115M,"SC.Holdings, Not Boring Capital, Bolt Ventures",2022,1
GPclub,$1B,2018-10-22,Other,Seoul,South Korea,Asia,2003,$67M,Goldman Sachs,2018,1
Grove Collaborative,$1B,2019-09-06,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,$475M,"MHS Capital, NextView Ventures, Mayfield Fund",2019,1
Tongdun Technology,$1B,2019-04-25,Cybersecurity,Hangzhou,China,Asia,2013,$252M,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",2019,1
Unisound,$1B,2018-07-19,Artificial intelligence,Beijing,China,Asia,2012,$361M,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",2018,1
Betterment,$1B,2021-09-29,Fintech,New York,United States,North America,2010,$335M,"Bessemer Venture Partners, Menlo Ventures, Anthermis",2021,1
Cava Group,$1B,2021-04-27,Other,Washington,United States,North America,2010,$738M,"SWaN & Legend Ventures, Revolution Growth, Invus Group",2021,1
CoinTracker,$1B,2022-01-27,Fintech,San Francisco,United States,North America,2017,$102M,"Initialized Capital, General Catalyst, Kraken Ventures",2022,1
DistroKid,$1B,2021-08-16,Internet software & services,New York,United States,North America,2013,Unknown,"Insight Partners, Silversmith Capital Partners, Spotify",2021,1
Domestika,$1B,2022-01-27,Internet software & services,Berkeley,United States,North America,2012,$130M,"Zeev Ventures, GSV Ventures",2022,1
Flock Freight,$1B,2021-10-20,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,$399M,"SignalFire, GLP Capital Partners, Google Ventures",2021,1
InSightec,$1B,2020-03-06,Health,Tirat Carmel,Israel,Asia,1999,$633M,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",2020,1
Island,$1B,2022-03-23,Internet software & services,Dallas,United States,North America,2020,$215M,"Insight Partners, Sequoia Capital, Stripes Group",2022,1
iTrustCapital,$1B,2022-01-11,Fintech,Long Beach,United States,North America,2018,$128M,"Left Lane Capital, Walden Venture Capital",2022,1
Konfio,$1B,2021-09-29,Fintech,Mexico City,Mexico,North America,2013,$378M,"Kaszek Ventures, QED Investors, International Finance Corporation",2021,1
LinkTree,$1B,2022-03-16,Internet software & services,Melbourne,Australia,Oceania,2016,$166M,"AirTree Ventures, Insight Partners, Index Ventures",2022,1
Loadsmart,$1B,2022-02-01,"Supply chain, logistics, & delivery",New York,United States,North America,2014,$336M,"Chromo Invest, Maersk Growth, BlackRock",2022,1
Lukka,$1B,2022-01-14,Fintech,New York,United States,North America,2014,$201M,"Liberty City Ventures, Soros Fund Management, Summer Capital",2022,1
Manner,$1B,2020-12-24,Other,Shanghai,China,Asia,2015,$10M,"Coatue Management, H Capital, Capital Today",2020,1
The Brandtech Group,$1B,2019-11-19,Other,New York,United States,North America,2015,$610M,Undisclosed,2019,1
TravelPerk,$1B,2022-01-12,Travel,Barcelona,Spain,Europe,2015,$408M,"LocalGlobe, Kinnevik, Felix Capital",2022,1
YugaByte,$1B,2021-10-28,Data management & analytics,Sunnyvale,United States,North America,2016,$291M,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",2021,1
Intercom,$1B,2018-03-27,Internet software & services,San Francisco,United States,North America,2011,$241M,"FirstMark Capital, Tiger Global Management",2018,1
